Domain	Site Rank	Year online	Name	MBFC Fact	MBFC Bias	MBFC cred	Media Bias/Fact Check	Wiki Fake	Wiki RSP	Wiki DEPS	Wikipedia	Quality	MisinfoMe	Lang	URL	Score
thecancunpost.com	15246612	2020	Cancun Post	M	FN	L	https://mediabiasfactcheck.com/cancun-post-bias/							en	https://thecancunpost.com/	0.2
annarbortimes.com	15243564		Ann Arbor Times	M	FN	L	https://mediabiasfactcheck.com/ann-arbor-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://annarbortimes.com/	0.2
northcharlottetoday.com	15152674	2019	North Charlotte Today	M	FN	L	https://mediabiasfactcheck.com/north-charlotte-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://northcharlottetoday.com/	0.2
humansarefree.com	15117591	2010	Humans are Free	L	CP	L	https://mediabiasfactcheck.com/humans-are-free/					0.1	-0.573	en	https://humansarefree.com/	0.1
northwakenews.com	15105256	2019	North Wake News	M	FN	L	https://mediabiasfactcheck.com/north-wake-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://northwakenews.com/	0.2
nevalleytimes.com	14933785	2019	NE Valley Times	M	FN	L	https://mediabiasfactcheck.com/ne-valley-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://nevalleytimes.com/	0.2
thebluestateconservative.com	14836488	2020	The Blue State Conservative	L	FN	L	https://mediabiasfactcheck.com/the-blue-state-conservative-bias/					0.3		en	https://thebluestateconservative.com/	0.1
dekalbtimes.com	14705901	2017	DeKalb Times	M	FN	L	https://mediabiasfactcheck.com/dekalb-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.359	en	https://dekalbtimes.com/	0.2
roguereview.net	14629295	2019	Rogue Review	L	FN	L	https://mediabiasfactcheck.com/rogue-review-bias/					0.3		en	https://www.roguereview.net/	0.1
baystatenews.com	14623908	2019	Bay State News	M	FN	L	https://mediabiasfactcheck.com/bay-state-news-bias/	1			https://en.wikipedia.org/wiki/California_State_University,_East_Bay	0.6	-1.0	en	https://baystatenews.com/	0.2
durhamreporter.com	14564872	2019	Durham Reporter	M	FN	L	https://mediabiasfactcheck.com/durham-reporter-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1	en	https://durhamreporter.com/	0.2
outerbankstimes.com	14494562	2019	Outer Banks Times	M	FN	L	https://mediabiasfactcheck.com/outer-banks-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://outerbankstimes.com/	0.2
dcgazette.com	14433360	2014	DC Gazette	L	FN	L	https://mediabiasfactcheck.com/dc-gazette/				https://en.wikipedia.org/wiki/List_of_fake_news_websites	0.2	-0.891	en	https://dcgazette.com/	0.1
censorship.news	14424245		Censorship.News	VL	CP	L	https://mediabiasfactcheck.com/censorship-news-bias/				https://en.wikipedia.org/wiki/Natural_News	0.5		en	https://censorship.news/	0.0
southbayleader.com	14308632	2019	South Bay Leader	M	FN	L	https://mediabiasfactcheck.com/south-bay-leader/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://southbayleader.com/	0.2
libertynews.com	14212617		Liberty News	L	FN	L	https://mediabiasfactcheck.com/liberty-news/					0.3	-0.052	en	https://libertynews.com/	0.1
stjoebentonharbor.com	14151610	2019	St. Joe-Benton Harbor News	M	FN	L	https://mediabiasfactcheck.com/st-joe-benton-harbor-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://stjoebentonharbor.com/	0.2
centralcoloradonews.com	14106145	2019	Central Colorado News	M	FN	L	https://mediabiasfactcheck.com/central-colorado-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://centralcoloradonews.com/	0.2
thenayaritpost.com	14103223	2020	Nayarit Post	M	FN	L	https://mediabiasfactcheck.com/nayarit-post-bias/							en	https://thenayaritpost.com/	0.2
southmecklenburgnews.com	14048574	2019	South Mecklenburg News	M	FN	L	https://mediabiasfactcheck.com/south-mecklenburg-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.8	-0.952	en	https://southmecklenburgnews.com/	0.2
populartechnology.net	14032811	2005	Popular Technology	M	CP	L	https://mediabiasfactcheck.com/popular-technology/					0.3	0	en	http://www.populartechnology.net/	0.2
sunshinesentinel.com	13948105	2019	Sunshine Sentinel	M	FN	L	https://mediabiasfactcheck.com/sunshine-sentinel/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://sunshinesentinel.com/	0.2
acting-man.com	13939268	2005	Acting Man	M	FN	L	https://mediabiasfactcheck.com/acting-man/					0.3	-0.1	en	https://acting-man.com/	0.2
wellnessachiever.net	13704550	2013	Wellness Achiever	M	CP	L	https://mediabiasfactcheck.com/wellness-achiever/					0.3	0.017	en	https://www.wellnessachiever.net/	0.2
onslownews.com	13704167	2019	Onslow News	M	FN	L	https://mediabiasfactcheck.com/onslow-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://onslownews.com/	0.2
squawker.org	13664321	2017	Squawker	L	FN	L	https://mediabiasfactcheck.com/squawker/					0.5	0	en	https://squawker.org/	0.1
silnews.com	13624744	2017	Southern Illinois News	M	FN	L	https://mediabiasfactcheck.com/southern-illinois-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.364	en	https://silnews.com/	0.2
northbostonnews.com	13620566	2019	North Boston News	M	FN	L	https://mediabiasfactcheck.com/north-boston-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://northbostonnews.com/	0.2
swindiananews.com	13524213	2019	SW Indiana News	M	FN	L	https://mediabiasfactcheck.com/sw-indiana-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.357	en	https://swindiananews.com/	0.2
profam.org	13491153	1997	International Organization for the Family	L	FN	L	https://mediabiasfactcheck.com/international-organization-for-the-family-iof/					0.2	0	en	https://profam.org/	0.1
macombtoday.com	13427111	2019	Macomb Today	M	FN	L	https://mediabiasfactcheck.com/macomb-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://macombtoday.com/	0.2
theragingpatriot.org	13332502	2021	The Raging Patriot	L	FN	L	https://mediabiasfactcheck.com/the-raging-patriot-bias/					0.3		en	https://theragingpatriot.org/	0.1
yesimright.com	13207802	2014	Yes I'm Right	L	FN	L	https://mediabiasfactcheck.com/yes-im-right/	1				0.2	-1	en	https://yesimright.com/	0.1
earthpulse.com	13040309	1996	Earthpulse Press	L	CP	L	https://mediabiasfactcheck.com/earthpulse-press/					0.1	0.2	en	https://earthpulse.com/	0.1
westtwincities.com	13017342	2019	West Twin Cities	M	FN	L	https://mediabiasfactcheck.com/west-twin-cities-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://westtwincities.com/	0.2
kendallcountytimes.com	12893988	2017	Kendall County Times	M	FN	L	https://mediabiasfactcheck.com/kendall-county-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.359	en	https://kendallcountytimes.com/	0.2
eugenics.news	12840379		Eugenics.News	VL	CP	L	https://mediabiasfactcheck.com/eugenics-news/					0.2	0.0	en	https://eugenics.news/	0.0
gmo.news	12804813		GMO.News	VL	CP	L	https://mediabiasfactcheck.com/gmo-news/				https://en.wikipedia.org/wiki/Natural_News	0.2	-0.2	en	https://gmo.news/	0.0
patribotics.blog	12791520		Patribotics Blog	L	FN	L	https://mediabiasfactcheck.com/patribotics-blog/				https://en.wikipedia.org/wiki/Patribotics	0.2	-0.655	en	https://patribotics.blog/	0.1
waronfakes.com	12758693	2022	War on Fakes	VL	FN	L	https://mediabiasfactcheck.com/war-on-fakes-bias/	1				0.5	0.6	en	https://waronfakes.com/	0.0
worlddoctorsalliance.com	12741893	2020	World Doctors Alliance	VL	CP	L	https://mediabiasfactcheck.com/world-doctors-alliance/					0.2	0	en	https://worlddoctorsalliance.com/	0.0
patriotuproar.com	12642849	2020	Patriot Uproar	M	FN	L	https://mediabiasfactcheck.com/patriot-uproar-bias/					0.3		en	https://patriotuproar.com/	0.2
riverparishnews.com	12615224	2019	River Parish News	M	FN	L	https://mediabiasfactcheck.com/river-parish-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://riverparishnews.com/	0.2
nepiedmontnews.com	12573525	2019	NE Piedmont News	M	FN	L	https://mediabiasfactcheck.com/ne-piedmont-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://nepiedmontnews.com/	0.2
endthefed.org	12561973	2015	End the Fed	L	FN	L	https://mediabiasfactcheck.com/end-the-fed/					0.2	0.0	en	https://endthefed.org/	0.1
currentsciencedaily.com	12444376	2019	Current Science Daily	M	FN	L	https://mediabiasfactcheck.com/current-science-daily-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone		-1	en	https://currentsciencedaily.com/	0.2
79days.news	12257439	2020	Banned.video	VL	CP	L	https://mediabiasfactcheck.com/79days-news/					0.1	-1.0	en	https://79days.news/	0.0
eastwaketimes.com	12189943	2019	East Wake Times	M	FN	L	https://mediabiasfactcheck.com/east-wake-times-bias/	1			https://en.wikipedia.org/wiki/Wake_Island	0.5	-1.0	en	https://eastwaketimes.com/	0.2
fresnoleader.com	12176622	2019	Fresno Leader	M	FN	L	https://mediabiasfactcheck.com/fresno-leader/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://fresnoleader.com/	0.2
dissident-mag.com	12168166	2020	Dissident Mag	VL	FN	L	https://mediabiasfactcheck.com/fash-the-nation/					0.4		en	https://dissident-mag.com/	0.0
nwfranklinnews.com	12039366		NW Franklin News	M	FN	L	https://mediabiasfactcheck.com/nw-franklin-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://nwfranklinnews.com/	0.2
health.news	11880515		Health.News	VL	CP	L	https://mediabiasfactcheck.com/health-news/				https://en.wikipedia.org/wiki/Natural_News	0.2	0.0	en	https://health.news/	0.0
sanluispotosipost.com	11866857	2020	San Luis Potosi Post	M	FN	L	https://mediabiasfactcheck.com/san-luis-potosi-post-bias/							en	https://sanluispotosipost.com/	0.2
pollution.news	11825452		Pollution News	VL	CP	L	https://mediabiasfactcheck.com/pollution-news/					0.2	0	en	https://www.pollution.news/	0.0
michoacanpost.com	11822547	2020	Michoacan Post	M	FN	L	https://mediabiasfactcheck.com/michoacan-post-bias/							en	https://michoacanpost.com/	0.2
southokcnews.com	11591020	2019	South OKC News	M	FN	L	https://mediabiasfactcheck.com/south-okc-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6		en	https://southokcnews.com/	0.2
theamericanmirror.com	11541637	2014	The American Mirror	L	FN	L	https://mediabiasfactcheck.com/the-american-mirror/					0.3	-0.862	en	https://www.theamericanmirror.com/	0.1
theirishsentinel.com	11412897	2019	Irish Sentinel	VL	CP	L	https://mediabiasfactcheck.com/irish-sentinel-bias/					0.3	-0.6	en	https://theirishsentinel.com/	0.0
leftaction.com	11242268	2010	Left Action	L	FN	L	https://mediabiasfactcheck.com/left-action/					0.2	0.48	en	https://leftaction.com/	0.1
floridacapitalstar.com	11031830	2021	Florida Capital Star	M	FN	L	https://mediabiasfactcheck.com/florida-capital-star-bias/	1			https://en.wikipedia.org/wiki/The_Tennessee_Star			en	https://floridacapitalstar.com/	0.2
trumballnews.com	10978428	2019	Trumball News	M	FN	L	https://mediabiasfactcheck.com/trumball-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5		en	https://trumballnews.com/	0.2
therundownlive.com	10873010	2013	The Rundown Live	L	CP	L	https://mediabiasfactcheck.com/the-rundown-live/					0.2	-1	en	https://therundownlive.com/	0.1
illicitinfo.com	10849311	2018	Illicit Info	L	FN	L	https://mediabiasfactcheck.com/illicit-info/					0.2	0	en	https://illicitinfo.com/	0.1
pennsylvaniadailystar.com	10828397	2021	Pennsylvania Daily Star	H	FN	L	https://mediabiasfactcheck.com/pennsylvania-daily-star-bias/	1			https://en.wikipedia.org/wiki/The_Tennessee_Star			en	https://pennsylvaniadailystar.com/	0.4
patientdaily.com	10746658	2015	Patient Daily	M	FN	L	https://mediabiasfactcheck.com/patient-daily-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1	en	https://patientdaily.com/	0.2
hawkeyereporter.com	10687785	2019	Hawkeye Reporter	M	FN	L	https://mediabiasfactcheck.com/hawkeye-reporter-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://hawkeyereporter.com/	0.2
presscalifornia.com	10675521	2017	Press California	VL	FN	L	https://mediabiasfactcheck.com/press-california-bias/					0.3	0	en	https://presscalifornia.com/	0.0
willcountygazette.com	10669604	2016	Will County Gazette	M	FN	L	https://mediabiasfactcheck.com/will-county-gazette-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.364	en	https://willcountygazette.com/	0.2
cap-news.com	10528867	2012	Cap News	VL	FN	L	https://mediabiasfactcheck.com/cap-news/					0.2	-0.833	en	https://cap-news.com/	0.0
healingoracle.ch	10527875		Healing Oracle	VL	CP	L	https://mediabiasfactcheck.com/healing-oracle/					0.2	0.0	en	https://healingoracle.ch/	0.0
cityworldnews.com	10519062	2014	CityWorldNews	VL	FN	L	https://mediabiasfactcheck.com/cityworldnews/					0.2	-0.901	en	http://cityworldnews.com/	0.0
conservativebeaver.com	10436851	2020	Conservative Beaver	VL	FN	L	https://mediabiasfactcheck.com/conservative-beaver/	1				0.2	-1	en	https://www.conservativebeaver.com/	0.0
pravdareport.com	10378622	2015	Pravda Report	VL	FN	L	https://mediabiasfactcheck.com/pravda-report/				https://en.wikipedia.org/wiki/Pravda	0.1	-0.74	en	https://www.pravdareport.com/	0.0
nationandstate.com	10191828	2018	Nation and State	L	FN	L	https://mediabiasfactcheck.com/nation-and-state-bias/					0.4	0	en	https://www.nationandstate.com/	0.1
factcheck.news	10151246		FactCheck.News	VL	CP	L	https://mediabiasfactcheck.com/factcheck-news-bias/				https://en.wikipedia.org/wiki/Natural_News	0.2		en	https://factcheck.news/	0.0
idahotribune.org	10143653	2021	Idaho Tribune	L	FN	L	https://mediabiasfactcheck.com/idaho-tribune-bias/				https://en.wikipedia.org/wiki/Idaho_Freedom_Foundation			en	https://www.idahotribune.org/	0.1
northbrowardnews.com	10138055	2019	North Broward News	M	FN	L	https://mediabiasfactcheck.com/north-broward-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://northbrowardnews.com/	0.2
swillinoisnews.com	9961562	2016	South West Illinois News	M	FN	L	https://mediabiasfactcheck.com/south-west-illinois-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://swillinoisnews.com/	0.2
youngstowntimes.com	9960664	2019	Youngstown Times	M	FN	L	https://mediabiasfactcheck.com/youngstown-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4		en	https://youngstowntimes.com/	0.2
understandingthethreat.com	9951269	2012	Understanding the threat	L	FN	L	https://mediabiasfactcheck.com/understanding-the-threat/					0.3	-0.16	en	https://www.understandingthethreat.com/	0.1
healingfoodreference.com	9866083	2006	Healing Food Reference	VL	CP	L	https://mediabiasfactcheck.com/healing-food-reference/					0.3	0.5	en	https://healingfoodreference.com/	0.0
personalliberty.com	9863787	2003	Personal Liberty	L	FN	L	https://mediabiasfactcheck.com/personal-liberty/					0.2	0.54	en	https://personalliberty.com/	0.1
midcoasttimes.com	9859253	2019	Mid Coast Times	M	FN	L	https://mediabiasfactcheck.com/mid-coast-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.8		en	https://midcoasttimes.com/	0.2
prairiestatewire.com	9851607	2017	Prairie State Wire	M	FN	L	https://mediabiasfactcheck.com/prairie-state-wire/	1				0.4	-0.359	en	https://prairiestatewire.com/	0.2
uschronicle.com	9793077	2003	US Chronicle	L	FN	L	https://mediabiasfactcheck.com/us-chronicle/					0.4	-1	en	https://uschronicle.com/	0.1
truthandaction.org	9781016	2013	Truth and Action	L	FN	L	https://mediabiasfactcheck.com/truth-and-action/					0.2	-0.952	en	https://www.truthandaction.org/	0.1
fireboebert.com	9779012	2022	Fire Boebert	M	FN	L	https://mediabiasfactcheck.com/fireboebert-com-bias/					0.7	0.6	en	https://www.fireboebert.com/	0.2
fl24.net	9731152	2019	FL24.net	M	FN	L	https://mediabiasfactcheck.com/fl24-net/					0.3	-0.2	fr	https://fl24.net/	0.2
magapill.com	9674617	2017	MagaPill	M	FN	L	https://mediabiasfactcheck.com/magapill/					0.2	0.026	en	https://www.magapill.com/	0.2
libertytalk.fm	9611895		LibertyTalk FM	M	FN	L	https://mediabiasfactcheck.com/libertytalk-fm/					0.3	-0.1	en	https://libertytalk.fm/	0.2
galesburgreporter.com	9597650	2017	Galesburg Reporter	M	FN	L	https://mediabiasfactcheck.com/galesburg-reporter/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://galesburgreporter.com/	0.2
identityevropa.com	9593625	2016	Identity Evropa	VL	FN	L	https://mediabiasfactcheck.com/identity-evropa/				https://en.wikipedia.org/wiki/Identity_Evropa	0.7	-0.964	en	https://www.identityevropa.com/	0.0
staresattheworld.com	9523055	2009	Stares at the World	L	FN	L	https://mediabiasfactcheck.com/stares-at-the-world/					0.2	0	en	https://www.staresattheworld.com/	0.1
patriots4truth.org	9490345	2017	Patriots For Truth	VL	CP	L	https://mediabiasfactcheck.com/patriots-for-truth/					0.2	-0.857	en	https://patriots4truth.org/	0.0
gear.news	9488880		Gear.News	VL	CP	L	https://mediabiasfactcheck.com/gear-news-bias/					0.4		en	https://gear.news/	0.0
newmexicosun.com	9355014	2005	New Mexico Sun	M	FN	L	https://mediabiasfactcheck.com/new-mexico-sun-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone			en	https://newmexicosun.com/	0.2
ihealthtube.com	9310496	2007	iHealthtube.com	L	CP	L	https://mediabiasfactcheck.com/ihealthtube/					0.2	0.44	en	https://ihealthtube.com/	0.1
nelouisiananews.com	9241746	2019	NE Louisiana News	M	FN	L	https://mediabiasfactcheck.com/ne-louisiana-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://nelouisiananews.com/	0.2
davidharrisjr.com	9208469	2016	David Harris Jr	L	FN	L	https://mediabiasfactcheck.com/davidharrisjr-com/					0.2	-1	en	https://davidharrisjr.com/	0.1
whydontyoutrythis.com	9166894	2013	Why Don't You Try This	L	CP	L	https://mediabiasfactcheck.com/why-dont-you-try-this/	1				0.3	-0.433	en	https://www.whydontyoutrythis.com/	0.1
metroeastsun.com	9115565	2015	Metro East Sun	M	FN	L	https://mediabiasfactcheck.com/metro-east-sun/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.359	en	https://metroeastsun.com/	0.2
blackgenocide.org	9062568	2001	Black Genocide	L	FN	L	https://mediabiasfactcheck.com/black-genocide/					0.2	-0.7	en	https://blackgenocide.org/	0.1
fabiosa.com	9061935	2015	Fabiosa	M	CP	L	https://mediabiasfactcheck.com/fabiosa/					0.1	0.0	en	https://fabiosa.com/	0.2
soonerstatenews.com	9046916	2019	Sooner State News	M	FN	L	https://mediabiasfactcheck.com/sooner-state-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6		en	https://soonerstatenews.com/	0.2
thecovidworld.com	9039054	2021	The Covid World	VL	FN	L	https://mediabiasfactcheck.com/the-covid-world-bias/					0.3	-0.14	en	https://thecovidworld.com/	0.0
sciencevibe.com	9000783	2014	Science Vibe	M	CP	L	https://mediabiasfactcheck.com/science-vibe/	1				0.2	-0.232	en	https://sciencevibe.com/	0.2
theredelephants.com	8994237	2016	The Red Elephants	VL	FN	L	https://mediabiasfactcheck.com/the-red-elephants/					0.2	0	en	https://theredelephants.com/	0.0
revolutionradio.org	8984273	2003	Revolution Radio	L	CP	L	https://mediabiasfactcheck.com/revolution-radio/					0.1	-0.817	en	http://revolutionradio.org/	0.1
theforbiddenknowledge.com	8877091	1999	The Forbidden Knowledge	L	CP	L	https://mediabiasfactcheck.com/the-forbidden-knowledge/					0.1	-0.089	en	https://www.theforbiddenknowledge.com/	0.1
